,Unnamed: 0,0,no_contract,fix_str,langs,tokenized,lower,no_punc,stopwords_removed,pos_tags,wordnet_pos,lemmatized
1423,1423,sefri,['sefri'],sefri,no,['sefri'],['sefri'],['sefri'],['sefri'],"[('sefri', 'NN')]","[('sefri', 'n')]",['sefri']
1424,1424,kamungku,['kamungku'],kamungku,id,['kamungku'],['kamungku'],['kamungku'],['kamungku'],"[('kamungku', 'NN')]","[('kamungku', 'n')]",['kamungku']
1425,1425,muchammad,['muchammad'],muchammad,es,['muchammad'],['muchammad'],['muchammad'],['muchammad'],"[('muchammad', 'NN')]","[('muchammad', 'n')]",['muchammad']
1426,1426,inofatif,['inofatif'],inofatif,fr,['inofatif'],['inofatif'],['inofatif'],['inofatif'],"[('inofatif', 'NN')]","[('inofatif', 'n')]",['inofatif']
1427,1427,golonderu,['golonderu'],golonderu,pt,['golonderu'],['golonderu'],['golonderu'],['golonderu'],"[('golonderu', 'NN')]","[('golonderu', 'n')]",['golonderu']
1428,1428,claudiaputri,['claudiaputri'],claudiaputri,id,['claudiaputri'],['claudiaputri'],['claudiaputri'],['claudiaputri'],"[('claudiaputri', 'NN')]","[('claudiaputri', 'n')]",['claudiaputri']
1429,1429,fcher,['fcher'],fcher,de,['fcher'],['fcher'],['fcher'],['fcher'],"[('fcher', 'NN')]","[('fcher', 'n')]",['fcher']
1430,1430,averger,['averger'],averger,fr,['averger'],['averger'],['averger'],['averger'],"[('averger', 'NN')]","[('averger', 'n')]",['averger']
1431,1431,ecep,['ecep'],ecep,pt,['ecep'],['ecep'],['ecep'],['ecep'],"[('ecep', 'NN')]","[('ecep', 'n')]",['ecep']
1432,1432,recunoscator,['recunoscator'],recunoscator,it,['recunoscator'],['recunoscator'],['recunoscator'],['recunoscator'],"[('recunoscator', 'NN')]","[('recunoscator', 'n')]",['recunoscator']
1433,1433,hri,['hri'],hri,tr,['hri'],['hri'],['hri'],['hri'],"[('hri', 'NN')]","[('hri', 'n')]",['hri']
1434,1434,mantaaaaaaaap,['mantaaaaaaaap'],mantaaaaaaaap,de,['mantaaaaaaaap'],['mantaaaaaaaap'],['mantaaaaaaaap'],['mantaaaaaaaap'],"[('mantaaaaaaaap', 'NN')]","[('mantaaaaaaaap', 'n')]",['mantaaaaaaaap']
1435,1435,nelpon,['nelpon'],nelpon,it,['nelpon'],['nelpon'],['nelpon'],['nelpon'],"[('nelpon', 'NN')]","[('nelpon', 'n')]",['nelpon']
1436,1436,muztahidin,['muztahidin'],muztahidin,eu,['muztahidin'],['muztahidin'],['muztahidin'],['muztahidin'],"[('muztahidin', 'NN')]","[('muztahidin', 'n')]",['muztahidin']
1438,1438,soleh,['soleh'],soleh,ms,['soleh'],['soleh'],['soleh'],['soleh'],"[('soleh', 'NN')]","[('soleh', 'n')]",['soleh']
1439,1439,mantapzzzzz,['mantapzzzzz'],mantapzzzzz,hu,['mantapzzzzz'],['mantapzzzzz'],['mantapzzzzz'],['mantapzzzzz'],"[('mantapzzzzz', 'NN')]","[('mantapzzzzz', 'n')]",['mantapzzzzz']
1440,1440,dimnc,['dimnc'],dimnc,tl,['dimnc'],['dimnc'],['dimnc'],['dimnc'],"[('dimnc', 'NN')]","[('dimnc', 'n')]",['dimnc']
1441,1441,anie,['anie'],anie,pl,['anie'],['anie'],['anie'],['anie'],"[('anie', 'NN')]","[('anie', 'n')]",['anie']
1442,1442,hoyyibattun,['hoyyibattun'],hoyyibattun,de,['hoyyibattun'],['hoyyibattun'],['hoyyibattun'],['hoyyibattun'],"[('hoyyibattun', 'NN')]","[('hoyyibattun', 'n')]",['hoyyibattun']
1443,1443,alindiani,['alindiani'],alindiani,es,['alindiani'],['alindiani'],['alindiani'],['alindiani'],"[('alindiani', 'NN')]","[('alindiani', 'n')]",['alindiani']
1444,1444,terakir,['terakir'],terakir,id,['terakir'],['terakir'],['terakir'],['terakir'],"[('terakir', 'NN')]","[('terakir', 'n')]",['terakir']
1446,1446,ciputat,['ciputat'],ciputat,id,['ciputat'],['ciputat'],['ciputat'],['ciputat'],"[('ciputat', 'NN')]","[('ciputat', 'n')]",['ciputat']
1448,1448,sucses,['sucses'],sucses,es,['sucses'],['sucses'],['sucses'],['sucses'],"[('sucses', 'NNS')]","[('sucses', 'n')]",['sucses']
1449,1449,idcosmr,['idcosmr'],idcosmr,sh,['idcosmr'],['idcosmr'],['idcosmr'],['idcosmr'],"[('idcosmr', 'NN')]","[('idcosmr', 'n')]",['idcosmr']
1450,1450,lailia,['lailia'],lailia,fi,['lailia'],['lailia'],['lailia'],['lailia'],"[('lailia', 'NN')]","[('lailia', 'n')]",['lailia']
1451,1451,cepet,['cepet'],cepet,pt,['cepet'],['cepet'],['cepet'],['cepet'],"[('cepet', 'NN')]","[('cepet', 'n')]",['cepet']
1453,1453,tipa,['tipa'],tipa,bs,['tipa'],['tipa'],['tipa'],['tipa'],"[('tipa', 'NN')]","[('tipa', 'n')]",['tipa']
1454,1454,wdp,['wdp'],wdp,de,['wdp'],['wdp'],['wdp'],['wdp'],"[('wdp', 'NN')]","[('wdp', 'n')]",['wdp']
1455,1455,thiago,['thiago'],thiago,pt,['thiago'],['thiago'],['thiago'],['thiago'],"[('thiago', 'NN')]","[('thiago', 'n')]",['thiago']
1456,1456,tuhana,['tuhana'],tuhana,fi,['tuhana'],['tuhana'],['tuhana'],['tuhana'],"[('tuhana', 'NN')]","[('tuhana', 'n')]",['tuhana']
1457,1457,gadgetnya,['gadgetnya'],gadgetnya,id,['gadgetnya'],['gadgetnya'],['gadgetnya'],['gadgetnya'],"[('gadgetnya', 'NN')]","[('gadgetnya', 'n')]",['gadgetnya']
1461,1461,ckg,['ckg'],ckg,de,['ckg'],['ckg'],['ckg'],['ckg'],"[('ckg', 'NN')]","[('ckg', 'n')]",['ckg']
1465,1465,mdidi,['mdidi'],mdidi,ms,['mdidi'],['mdidi'],['mdidi'],['mdidi'],"[('mdidi', 'NN')]","[('mdidi', 'n')]",['mdidi']
1466,1466,syahril,['syahril'],syahril,id,['syahril'],['syahril'],['syahril'],['syahril'],"[('syahril', 'NN')]","[('syahril', 'n')]",['syahril']
1467,1467,moza,['moza'],moza,pl,['moza'],['moza'],['moza'],['moza'],"[('moza', 'NN')]","[('moza', 'n')]",['moza']
1471,1471,yusra,['yusra'],yusra,sr,['yusra'],['yusra'],['yusra'],['yusra'],"[('yusra', 'NN')]","[('yusra', 'n')]",['yusra']
1472,1472,anas,['anas'],anas,lt,['anas'],['anas'],['anas'],['anas'],"[('anas', 'NNS')]","[('anas', 'n')]",['ana']
1473,1473,ngeframe,['ngeframe'],ngeframe,de,['ngeframe'],['ngeframe'],['ngeframe'],['ngeframe'],"[('ngeframe', 'NN')]","[('ngeframe', 'n')]",['ngeframe']
1474,1474,ovidius,['ovidius'],ovidius,ce,['ovidius'],['ovidius'],['ovidius'],['ovidius'],"[('ovidius', 'NN')]","[('ovidius', 'n')]",['ovidius']
1475,1475,gubluck,['gubluck'],gubluck,ro,['gubluck'],['gubluck'],['gubluck'],['gubluck'],"[('gubluck', 'NN')]","[('gubluck', 'n')]",['gubluck']
1476,1476,maduk,['maduk'],maduk,id,['maduk'],['maduk'],['maduk'],['maduk'],"[('maduk', 'NN')]","[('maduk', 'n')]",['maduk']
1477,1477,menhibur,['menhibur'],menhibur,de,['menhibur'],['menhibur'],['menhibur'],['menhibur'],"[('menhibur', 'NN')]","[('menhibur', 'n')]",['menhibur']
1478,1478,punyaapunyaaa,['punyaapunyaaa'],punyaapunyaaa,ms,['punyaapunyaaa'],['punyaapunyaaa'],['punyaapunyaaa'],['punyaapunyaaa'],"[('punyaapunyaaa', 'NN')]","[('punyaapunyaaa', 'n')]",['punyaapunyaaa']
1481,1481,nanta,['nanta'],nanta,es,['nanta'],['nanta'],['nanta'],['nanta'],"[('nanta', 'NN')]","[('nanta', 'n')]",['nanta']
1483,1483,jupri,['jupri'],jupri,ro,['jupri'],['jupri'],['jupri'],['jupri'],"[('jupri', 'NN')]","[('jupri', 'n')]",['jupri']
1484,1484,wadidaw,['wadidaw'],wadidaw,ce,['wadidaw'],['wadidaw'],['wadidaw'],['wadidaw'],"[('wadidaw', 'NN')]","[('wadidaw', 'n')]",['wadidaw']
1486,1486,bager,['bager'],bager,da,['bager'],['bager'],['bager'],['bager'],"[('bager', 'NN')]","[('bager', 'n')]",['bager']
1487,1487,bogek,['bogek'],bogek,de,['bogek'],['bogek'],['bogek'],['bogek'],"[('bogek', 'NN')]","[('bogek', 'n')]",['bogek']
1489,1489,harto,['harto'],harto,eo,['harto'],['harto'],['harto'],['harto'],"[('harto', 'NN')]","[('harto', 'n')]",['harto']
1490,1490,burikk,['burikk'],burikk,no,['burikk'],['burikk'],['burikk'],['burikk'],"[('burikk', 'NN')]","[('burikk', 'n')]",['burikk']
1491,1491,binggo,['binggo'],binggo,jv,['binggo'],['binggo'],['binggo'],['binggo'],"[('binggo', 'NN')]","[('binggo', 'n')]",['binggo']
1492,1492,naris,['naris'],naris,sv,['naris'],['naris'],['naris'],['naris'],"[('naris', 'NN')]","[('naris', 'n')]",['naris']
1493,1493,saluttt,['saluttt'],saluttt,tr,['saluttt'],['saluttt'],['saluttt'],['saluttt'],"[('saluttt', 'NN')]","[('saluttt', 'n')]",['saluttt']
1495,1495,rois,['rois'],rois,fr,['rois'],['rois'],['rois'],['rois'],"[('rois', 'NN')]","[('rois', 'n')]",['roi']
1496,1496,icaal,['icaal'],icaal,nl,['icaal'],['icaal'],['icaal'],['icaal'],"[('icaal', 'NN')]","[('icaal', 'n')]",['icaal']
1497,1497,suca,['suca'],suca,it,['suca'],['suca'],['suca'],['suca'],"[('suca', 'NN')]","[('suca', 'n')]",['suca']
1498,1498,amamii,['amamii'],amamii,it,['amamii'],['amamii'],['amamii'],['amamii'],"[('amamii', 'NN')]","[('amamii', 'n')]",['amamii']
1499,1499,deniel,['deniel'],deniel,ca,['deniel'],['deniel'],['deniel'],['deniel'],"[('deniel', 'NN')]","[('deniel', 'n')]",['deniel']
1500,1500,liyan,['liyan'],liyan,jv,['liyan'],['liyan'],['liyan'],['liyan'],"[('liyan', 'NN')]","[('liyan', 'n')]",['liyan']
1501,1501,sahira,['sahira'],sahira,tr,['sahira'],['sahira'],['sahira'],['sahira'],"[('sahira', 'NN')]","[('sahira', 'n')]",['sahira']
1502,1502,ludianto,['ludianto'],ludianto,eo,['ludianto'],['ludianto'],['ludianto'],['ludianto'],"[('ludianto', 'NN')]","[('ludianto', 'n')]",['ludianto']
1503,1503,pemberitahuannya,['pemberitahuannya'],pemberitahuannya,id,['pemberitahuannya'],['pemberitahuannya'],['pemberitahuannya'],['pemberitahuannya'],"[('pemberitahuannya', 'NN')]","[('pemberitahuannya', 'n')]",['pemberitahuannya']
1505,1505,usfah,['usfah'],usfah,de,['usfah'],['usfah'],['usfah'],['usfah'],"[('usfah', 'NN')]","[('usfah', 'n')]",['usfah']
1506,1506,blajar,['blajar'],blajar,es,['blajar'],['blajar'],['blajar'],['blajar'],"[('blajar', 'NN')]","[('blajar', 'n')]",['blajar']
1507,1507,hendro,['hendro'],hendro,et,['hendro'],['hendro'],['hendro'],['hendro'],"[('hendro', 'NN')]","[('hendro', 'n')]",['hendro']
1508,1508,viditaa,['viditaa'],viditaa,fi,['viditaa'],['viditaa'],['viditaa'],['viditaa'],"[('viditaa', 'NN')]","[('viditaa', 'n')]",['viditaa']
1511,1511,og,['og'],og,no,['og'],['og'],['og'],['og'],"[('og', 'NN')]","[('og', 'n')]",['og']
1514,1514,devriansyah,['devriansyah'],devriansyah,id,['devriansyah'],['devriansyah'],['devriansyah'],['devriansyah'],"[('devriansyah', 'NN')]","[('devriansyah', 'n')]",['devriansyah']
1515,1515,lagy,['lagy'],lagy,hu,['lagy'],['lagy'],['lagy'],['lagy'],"[('lagy', 'NN')]","[('lagy', 'n')]",['lagy']
1516,1516,saken,['saken'],saken,no,['saken'],['saken'],['saken'],['saken'],"[('saken', 'NN')]","[('saken', 'n')]",['saken']
1519,1519,geden,['geden'],geden,nl,['geden'],['geden'],['geden'],['geden'],"[('geden', 'NN')]","[('geden', 'n')]",['geden']
1521,1521,nengg,['nengg'],nengg,ms,['nengg'],['nengg'],['nengg'],['nengg'],"[('nengg', 'NN')]","[('nengg', 'n')]",['nengg']
1522,1522,trdftr,['trdftr'],trdftr,de,['trdftr'],['trdftr'],['trdftr'],['trdftr'],"[('trdftr', 'NN')]","[('trdftr', 'n')]",['trdftr']
1524,1524,papank,['papank'],papank,de,['papank'],['papank'],['papank'],['papank'],"[('papank', 'NN')]","[('papank', 'n')]",['papank']
1525,1525,ancor,['ancor'],ancor,it,['ancor'],['ancor'],['ancor'],['ancor'],"[('ancor', 'NN')]","[('ancor', 'n')]",['ancor']
1528,1528,bedhe,['bedhe'],bedhe,sq,['bedhe'],['bedhe'],['bedhe'],['bedhe'],"[('bedhe', 'NN')]","[('bedhe', 'n')]",['bedhe']
1530,1530,negri,['negri'],negri,pt,['negri'],['negri'],['negri'],['negri'],"[('negri', 'NN')]","[('negri', 'n')]",['negri']
1533,1533,robi,['robi'],robi,es,['robi'],['robi'],['robi'],['robi'],"[('robi', 'NN')]","[('robi', 'n')]",['robi']
1534,1534,kilor,['kilor'],kilor,ro,['kilor'],['kilor'],['kilor'],['kilor'],"[('kilor', 'NN')]","[('kilor', 'n')]",['kilor']
1536,1536,pakke,['pakke'],pakke,da,['pakke'],['pakke'],['pakke'],['pakke'],"[('pakke', 'NN')]","[('pakke', 'n')]",['pakke']
1538,1538,stiky,['stiky'],stiky,cs,['stiky'],['stiky'],['stiky'],['stiky'],"[('stiky', 'NN')]","[('stiky', 'n')]",['stiky']
1539,1539,lasito,['lasito'],lasito,it,['lasito'],['lasito'],['lasito'],['lasito'],"[('lasito', 'NN')]","[('lasito', 'n')]",['lasito']
1541,1541,chance,['chance'],chance,fr,['chance'],['chance'],['chance'],['chance'],"[('chance', 'NN')]","[('chance', 'n')]",['chance']
1542,1542,dubuka,['dubuka'],dubuka,id,['dubuka'],['dubuka'],['dubuka'],['dubuka'],"[('dubuka', 'NN')]","[('dubuka', 'n')]",['dubuka']
1543,1543,lucuuu,['lucuuu'],lucuuu,nl,['lucuuu'],['lucuuu'],['lucuuu'],['lucuuu'],"[('lucuuu', 'NN')]","[('lucuuu', 'n')]",['lucuuu']
1544,1544,nizma,['nizma'],nizma,pl,['nizma'],['nizma'],['nizma'],['nizma'],"[('nizma', 'NN')]","[('nizma', 'n')]",['nizma']
1547,1547,ngambil,['ngambil'],ngambil,wa,['ngambil'],['ngambil'],['ngambil'],['ngambil'],"[('ngambil', 'NN')]","[('ngambil', 'n')]",['ngambil']
1549,1549,nyuruh,['nyuruh'],nyuruh,id,['nyuruh'],['nyuruh'],['nyuruh'],['nyuruh'],"[('nyuruh', 'NN')]","[('nyuruh', 'n')]",['nyuruh']
1550,1550,apis,['apis'],apis,lt,['apis'],['apis'],['apis'],['apis'],"[('apis', 'NN')]","[('apis', 'n')]",['apis']
1552,1552,kedepanyalebih,['kedepanyalebih'],kedepanyalebih,id,['kedepanyalebih'],['kedepanyalebih'],['kedepanyalebih'],['kedepanyalebih'],"[('kedepanyalebih', 'NN')]","[('kedepanyalebih', 'n')]",['kedepanyalebih']
1553,1553,andera,['andera'],andera,ca,['andera'],['andera'],['andera'],['andera'],"[('andera', 'NN')]","[('andera', 'n')]",['andera']
1554,1554,rompel,['rompel'],rompel,de,['rompel'],['rompel'],['rompel'],['rompel'],"[('rompel', 'NN')]","[('rompel', 'n')]",['rompel']
1555,1555,loi,['loi'],loi,jb,['loi'],['loi'],['loi'],['loi'],"[('loi', 'NN')]","[('loi', 'n')]",['loi']
1557,1557,disneyjunior,['disneyjunior'],disneyjunior,hr,['disneyjunior'],['disneyjunior'],['disneyjunior'],['disneyjunior'],"[('disneyjunior', 'NN')]","[('disneyjunior', 'n')]",['disneyjunior']
1559,1559,einstein,['einstein'],einstein,de,['einstein'],['einstein'],['einstein'],['einstein'],"[('einstein', 'NN')]","[('einstein', 'n')]",['einstein']
1560,1560,sihol,['sihol'],sihol,sl,['sihol'],['sihol'],['sihol'],['sihol'],"[('sihol', 'NN')]","[('sihol', 'n')]",['sihol']
1561,1561,vgz,['vgz'],vgz,eu,['vgz'],['vgz'],['vgz'],['vgz'],"[('vgz', 'NN')]","[('vgz', 'n')]",['vgz']
1562,1562,vis,['vis'],vis,no,['vis'],['vis'],['vis'],['vis'],"[('vis', 'NN')]","[('vis', 'n')]",['vi']
1565,1565,visionny,['visionny'],visionny,fr,['visionny'],['visionny'],['visionny'],['visionny'],"[('visionny', 'NN')]","[('visionny', 'n')]",['visionny']
1566,1566,jinten,['jinten'],jinten,de,['jinten'],['jinten'],['jinten'],['jinten'],"[('jinten', 'NN')]","[('jinten', 'n')]",['jinten']
1568,1568,izza,['izza'],izza,sr,['izza'],['izza'],['izza'],['izza'],"[('izza', 'NN')]","[('izza', 'n')]",['izza']
1569,1569,bagaiaman,['bagaiaman'],bagaiaman,id,['bagaiaman'],['bagaiaman'],['bagaiaman'],['bagaiaman'],"[('bagaiaman', 'NN')]","[('bagaiaman', 'n')]",['bagaiaman']
1571,1571,ngelegkan,['ngelegkan'],ngelegkan,ms,['ngelegkan'],['ngelegkan'],['ngelegkan'],['ngelegkan'],"[('ngelegkan', 'NN')]","[('ngelegkan', 'n')]",['ngelegkan']
1573,1573,marzuki,['marzuki'],marzuki,es,['marzuki'],['marzuki'],['marzuki'],['marzuki'],"[('marzuki', 'NN')]","[('marzuki', 'n')]",['marzuki']
1574,1574,ripki,['ripki'],ripki,it,['ripki'],['ripki'],['ripki'],['ripki'],"[('ripki', 'NN')]","[('ripki', 'n')]",['ripki']
1575,1575,fentiana,['fentiana'],fentiana,ce,['fentiana'],['fentiana'],['fentiana'],['fentiana'],"[('fentiana', 'NN')]","[('fentiana', 'n')]",['fentiana']
1578,1578,menyenngkan,['menyenngkan'],menyenngkan,id,['menyenngkan'],['menyenngkan'],['menyenngkan'],['menyenngkan'],"[('menyenngkan', 'NN')]","[('menyenngkan', 'n')]",['menyenngkan']
1579,1579,tablooooooooooooooooooooooooooooooooo,['tablooooooooooooooooooooooooooooooooo'],tablooooooooooooooooooooooooooooooooo,nl,['tablooooooooooooooooooooooooooooooooo'],['tablooooooooooooooooooooooooooooooooo'],['tablooooooooooooooooooooooooooooooooo'],['tablooooooooooooooooooooooooooooooooo'],"[('tablooooooooooooooooooooooooooooooooo', 'NN')]","[('tablooooooooooooooooooooooooooooooooo', 'n')]",['tablooooooooooooooooooooooooooooooooo']
1580,1580,dwiyaksa,['dwiyaksa'],dwiyaksa,id,['dwiyaksa'],['dwiyaksa'],['dwiyaksa'],['dwiyaksa'],"[('dwiyaksa', 'NN')]","[('dwiyaksa', 'n')]",['dwiyaksa']
1581,1581,mendinga,['mendinga'],mendinga,es,['mendinga'],['mendinga'],['mendinga'],['mendinga'],"[('mendinga', 'NN')]","[('mendinga', 'n')]",['mendinga']
1582,1582,tenyaho,['tenyaho'],tenyaho,nl,['tenyaho'],['tenyaho'],['tenyaho'],['tenyaho'],"[('tenyaho', 'NN')]","[('tenyaho', 'n')]",['tenyaho']
1584,1584,salombe,['salombe'],salombe,fr,['salombe'],['salombe'],['salombe'],['salombe'],"[('salombe', 'NN')]","[('salombe', 'n')]",['salombe']
1585,1585,kmbalikan,['kmbalikan'],kmbalikan,ml,['kmbalikan'],['kmbalikan'],['kmbalikan'],['kmbalikan'],"[('kmbalikan', 'NN')]","[('kmbalikan', 'n')]",['kmbalikan']
1587,1587,terrrbbaiiik,['terrrbbaiiik'],terrrbbaiiik,fr,['terrrbbaiiik'],['terrrbbaiiik'],['terrrbbaiiik'],['terrrbbaiiik'],"[('terrrbbaiiik', 'NN')]","[('terrrbbaiiik', 'n')]",['terrrbbaiiik']
1588,1588,ngeganti,['ngeganti'],ngeganti,it,['ngeganti'],['ngeganti'],['ngeganti'],['ngeganti'],"[('ngeganti', 'NNS')]","[('ngeganti', 'n')]",['ngeganti']
1589,1589,teti,['teti'],teti,sq,['teti'],['teti'],['teti'],['teti'],"[('teti', 'NN')]","[('teti', 'n')]",['teti']
1590,1590,pidionya,['pidionya'],pidionya,sv,['pidionya'],['pidionya'],['pidionya'],['pidionya'],"[('pidionya', 'NN')]","[('pidionya', 'n')]",['pidionya']
1593,1593,usetv,['usetv'],usetv,ja,['usetv'],['usetv'],['usetv'],['usetv'],"[('usetv', 'NN')]","[('usetv', 'n')]",['usetv']
1594,1594,lailatul,['lailatul'],lailatul,ro,['lailatul'],['lailatul'],['lailatul'],['lailatul'],"[('lailatul', 'NN')]","[('lailatul', 'n')]",['lailatul']
1595,1595,sapar,['sapar'],sapar,pt,['sapar'],['sapar'],['sapar'],['sapar'],"[('sapar', 'NN')]","[('sapar', 'n')]",['sapar']
1596,1596,carmelita,['carmelita'],carmelita,es,['carmelita'],['carmelita'],['carmelita'],['carmelita'],"[('carmelita', 'NN')]","[('carmelita', 'n')]",['carmelita']
1597,1597,ardhy,['ardhy'],ardhy,lm,['ardhy'],['ardhy'],['ardhy'],['ardhy'],"[('ardhy', 'NN')]","[('ardhy', 'n')]",['ardhy']
1600,1600,habid,['habid'],habid,es,['habid'],['habid'],['habid'],['habid'],"[('habid', 'NN')]","[('habid', 'n')]",['habid']
1605,1605,dindin,['dindin'],dindin,id,['dindin'],['dindin'],['dindin'],['dindin'],"[('dindin', 'NN')]","[('dindin', 'n')]",['dindin']
1606,1606,luaar,['luaar'],luaar,fy,['luaar'],['luaar'],['luaar'],['luaar'],"[('luaar', 'NN')]","[('luaar', 'n')]",['luaar']
1607,1607,muantap,['muantap'],muantap,it,['muantap'],['muantap'],['muantap'],['muantap'],"[('muantap', 'NN')]","[('muantap', 'n')]",['muantap']
1608,1608,fens,['fens'],fens,es,['fens'],['fens'],['fens'],['fens'],"[('fens', 'NNS')]","[('fens', 'n')]",['fen']
1609,1609,opy,['opy'],opy,ru,['opy'],['opy'],['opy'],['opy'],"[('opy', 'NN')]","[('opy', 'n')]",['opy']
1610,1610,notatema,['notatema'],notatema,it,['notatema'],['notatema'],['notatema'],['notatema'],"[('notatema', 'NN')]","[('notatema', 'n')]",['notatema']
1616,1616,aelah,['aelah'],aelah,id,['aelah'],['aelah'],['aelah'],['aelah'],"[('aelah', 'NN')]","[('aelah', 'n')]",['aelah']
1617,1617,ayra,['ayra'],ayra,fr,['ayra'],['ayra'],['ayra'],['ayra'],"[('ayra', 'NN')]","[('ayra', 'n')]",['ayra']
1618,1618,rizkiana,['rizkiana'],rizkiana,eu,['rizkiana'],['rizkiana'],['rizkiana'],['rizkiana'],"[('rizkiana', 'NN')]","[('rizkiana', 'n')]",['rizkiana']
1622,1622,daniar,['daniar'],daniar,eu,['daniar'],['daniar'],['daniar'],['daniar'],"[('daniar', 'NN')]","[('daniar', 'n')]",['daniar']
1624,1624,uttaran,['uttaran'],uttaran,sv,['uttaran'],['uttaran'],['uttaran'],['uttaran'],"[('uttaran', 'NN')]","[('uttaran', 'n')]",['uttaran']
1625,1625,amora,['amora'],amora,pt,['amora'],['amora'],['amora'],['amora'],"[('amora', 'NNS')]","[('amora', 'n')]",['amora']
1626,1626,registar,['registar'],registar,it,['registar'],['registar'],['registar'],['registar'],"[('registar', 'NN')]","[('registar', 'n')]",['registar']
1629,1629,ngatasin,['ngatasin'],ngatasin,wa,['ngatasin'],['ngatasin'],['ngatasin'],['ngatasin'],"[('ngatasin', 'NN')]","[('ngatasin', 'n')]",['ngatasin']
1630,1630,rikki,['rikki'],rikki,vi,['rikki'],['rikki'],['rikki'],['rikki'],"[('rikki', 'NN')]","[('rikki', 'n')]",['rikki']
1631,1631,fatan,['fatan'],fatan,ms,['fatan'],['fatan'],['fatan'],['fatan'],"[('fatan', 'NN')]","[('fatan', 'n')]",['fatan']
1633,1633,bieber,['bieber'],bieber,de,['bieber'],['bieber'],['bieber'],['bieber'],"[('bieber', 'NN')]","[('bieber', 'n')]",['bieber']
1634,1634,dluh,['dluh'],dluh,pa,['dluh'],['dluh'],['dluh'],['dluh'],"[('dluh', 'NN')]","[('dluh', 'n')]",['dluh']
1635,1635,tedy,['tedy'],tedy,sl,['tedy'],['tedy'],['tedy'],['tedy'],"[('tedy', 'NN')]","[('tedy', 'n')]",['tedy']
1636,1636,inonesia,['inonesia'],inonesia,id,['inonesia'],['inonesia'],['inonesia'],['inonesia'],"[('inonesia', 'NN')]","[('inonesia', 'n')]",['inonesia']
1640,1640,yas,['yas'],yas,pl,['yas'],['yas'],['yas'],['yas'],"[('yas', 'NN')]","[('yas', 'n')]",['yas']
1642,1642,andriati,['andriati'],andriati,it,['andriati'],['andriati'],['andriati'],['andriati'],"[('andriati', 'NN')]","[('andriati', 'n')]",['andriati']
1644,1644,saukani,['saukani'],saukani,de,['saukani'],['saukani'],['saukani'],['saukani'],"[('saukani', 'NN')]","[('saukani', 'n')]",['saukani']
1645,1645,alyas,['alyas'],alyas,tr,['alyas'],['alyas'],['alyas'],['alyas'],"[('alyas', 'NN')]","[('alyas', 'n')]",['alyas']
1646,1646,millenia,['millenia'],millenia,es,['millenia'],['millenia'],['millenia'],['millenia'],"[('millenia', 'NN')]","[('millenia', 'n')]",['millenia']
1647,1647,fito,['fito'],fito,es,['fito'],['fito'],['fito'],['fito'],"[('fito', 'NN')]","[('fito', 'n')]",['fito']
1649,1649,haryanto,['haryanto'],haryanto,it,['haryanto'],['haryanto'],['haryanto'],['haryanto'],"[('haryanto', 'NN')]","[('haryanto', 'n')]",['haryanto']
1650,1650,ps,['ps'],ps,lt,['ps'],['ps'],['ps'],['ps'],"[('ps', 'NN')]","[('ps', 'n')]",['p']
1653,1653,nurviulfita,['nurviulfita'],nurviulfita,de,['nurviulfita'],['nurviulfita'],['nurviulfita'],['nurviulfita'],"[('nurviulfita', 'NNS')]","[('nurviulfita', 'n')]",['nurviulfita']
1654,1654,perbaikinnnn,['perbaikinnnn'],perbaikinnnn,id,['perbaikinnnn'],['perbaikinnnn'],['perbaikinnnn'],['perbaikinnnn'],"[('perbaikinnnn', 'NN')]","[('perbaikinnnn', 'n')]",['perbaikinnnn']
1655,1655,heriy,['heriy'],heriy,ru,['heriy'],['heriy'],['heriy'],['heriy'],"[('heriy', 'NN')]","[('heriy', 'n')]",['heriy']
1656,1656,amiinnn,['amiinnn'],amiinnn,fi,['amiinnn'],['amiinnn'],['amiinnn'],['amiinnn'],"[('amiinnn', 'NN')]","[('amiinnn', 'n')]",['amiinnn']
1657,1657,maklumj,['maklumj'],maklumj,ms,['maklumj'],['maklumj'],['maklumj'],['maklumj'],"[('maklumj', 'NN')]","[('maklumj', 'n')]",['maklumj']
1663,1663,tinggarjaya,['tinggarjaya'],tinggarjaya,ms,['tinggarjaya'],['tinggarjaya'],['tinggarjaya'],['tinggarjaya'],"[('tinggarjaya', 'NN')]","[('tinggarjaya', 'n')]",['tinggarjaya']
1664,1664,ozok,['ozok'],ozok,hu,['ozok'],['ozok'],['ozok'],['ozok'],"[('ozok', 'NN')]","[('ozok', 'n')]",['ozok']
1667,1667,ngehilangin,['ngehilangin'],ngehilangin,id,['ngehilangin'],['ngehilangin'],['ngehilangin'],['ngehilangin'],"[('ngehilangin', 'NN')]","[('ngehilangin', 'n')]",['ngehilangin']
1668,1668,lagir,['lagir'],lagir,no,['lagir'],['lagir'],['lagir'],['lagir'],"[('lagir', 'NN')]","[('lagir', 'n')]",['lagir']
1669,1669,hotimatun,['hotimatun'],hotimatun,it,['hotimatun'],['hotimatun'],['hotimatun'],['hotimatun'],"[('hotimatun', 'NN')]","[('hotimatun', 'n')]",['hotimatun']
