,Unnamed: 0,0,no_contract,fix_str,langs,tokenized,lower,no_punc,stopwords_removed,pos_tags,wordnet_pos,lemmatized
3507,3507,seringgg,['seringgg'],seringgg,id,['seringgg'],['seringgg'],['seringgg'],['seringgg'],"[('seringgg', 'NN')]","[('seringgg', 'n')]",['seringgg']
3511,3511,fauzyah,['fauzyah'],fauzyah,id,['fauzyah'],['fauzyah'],['fauzyah'],['fauzyah'],"[('fauzyah', 'NN')]","[('fauzyah', 'n')]",['fauzyah']
3529,3529,aksar,['aksar'],aksar,id,['aksar'],['aksar'],['aksar'],['aksar'],"[('aksar', 'NN')]","[('aksar', 'n')]",['aksar']
3533,3533,aplikasinnya,['aplikasinnya'],aplikasinnya,id,['aplikasinnya'],['aplikasinnya'],['aplikasinnya'],['aplikasinnya'],"[('aplikasinnya', 'NN')]","[('aplikasinnya', 'n')]",['aplikasinnya']
3534,3534,terbaek,['terbaek'],terbaek,id,['terbaek'],['terbaek'],['terbaek'],['terbaek'],"[('terbaek', 'NN')]","[('terbaek', 'n')]",['terbaek']
3556,3556,salahsatu,['salahsatu'],salahsatu,id,['salahsatu'],['salahsatu'],['salahsatu'],['salahsatu'],"[('salahsatu', 'NN')]","[('salahsatu', 'n')]",['salahsatu']
3561,3561,prbagus,['prbagus'],prbagus,id,['prbagus'],['prbagus'],['prbagus'],['prbagus'],"[('prbagus', 'NN')]","[('prbagus', 'n')]",['prbagus']
3575,3575,bintabg,['bintabg'],bintabg,id,['bintabg'],['bintabg'],['bintabg'],['bintabg'],"[('bintabg', 'NN')]","[('bintabg', 'n')]",['bintabg']
3594,3594,agustaf,['agustaf'],agustaf,id,['agustaf'],['agustaf'],['agustaf'],['agustaf'],"[('agustaf', 'NN')]","[('agustaf', 'n')]",['agustaf']
3603,3603,aplisasinya,['aplisasinya'],aplisasinya,id,['aplisasinya'],['aplisasinya'],['aplisasinya'],['aplisasinya'],"[('aplisasinya', 'NN')]","[('aplisasinya', 'n')]",['aplisasinya']
3606,3606,ngelamun,['ngelamun'],ngelamun,id,['ngelamun'],['ngelamun'],['ngelamun'],['ngelamun'],"[('ngelamun', 'NN')]","[('ngelamun', 'n')]",['ngelamun']
3614,3614,ahmadinejad,['ahmadinejad'],ahmadinejad,id,['ahmadinejad'],['ahmadinejad'],['ahmadinejad'],['ahmadinejad'],"[('ahmadinejad', 'NN')]","[('ahmadinejad', 'n')]",['ahmadinejad']
3623,3623,manalaksak,['manalaksak'],manalaksak,id,['manalaksak'],['manalaksak'],['manalaksak'],['manalaksak'],"[('manalaksak', 'NN')]","[('manalaksak', 'n')]",['manalaksak']
3625,3625,zulaikah,['zulaikah'],zulaikah,id,['zulaikah'],['zulaikah'],['zulaikah'],['zulaikah'],"[('zulaikah', 'NN')]","[('zulaikah', 'n')]",['zulaikah']
3627,3627,kemtang,['kemtang'],kemtang,id,['kemtang'],['kemtang'],['kemtang'],['kemtang'],"[('kemtang', 'NN')]","[('kemtang', 'n')]",['kemtang']
3644,3644,febrianggur,['febrianggur'],febrianggur,id,['febrianggur'],['febrianggur'],['febrianggur'],['febrianggur'],"[('febrianggur', 'NN')]","[('febrianggur', 'n')]",['febrianggur']
3645,3645,nyalain,['nyalain'],nyalain,id,['nyalain'],['nyalain'],['nyalain'],['nyalain'],"[('nyalain', 'NN')]","[('nyalain', 'n')]",['nyalain']
3654,3654,gituh,['gituh'],gituh,id,['gituh'],['gituh'],['gituh'],['gituh'],"[('gituh', 'NN')]","[('gituh', 'n')]",['gituh']
3657,3657,terlau,['terlau'],terlau,id,['terlau'],['terlau'],['terlau'],['terlau'],"[('terlau', 'NN')]","[('terlau', 'n')]",['terlau']
3658,3658,pelaya,['pelaya'],pelaya,id,['pelaya'],['pelaya'],['pelaya'],['pelaya'],"[('pelaya', 'NN')]","[('pelaya', 'n')]",['pelaya']
3659,3659,sumpahin,['sumpahin'],sumpahin,id,['sumpahin'],['sumpahin'],['sumpahin'],['sumpahin'],"[('sumpahin', 'NN')]","[('sumpahin', 'n')]",['sumpahin']
3665,3665,filmnyaa,['filmnyaa'],filmnyaa,id,['filmnyaa'],['filmnyaa'],['filmnyaa'],['filmnyaa'],"[('filmnyaa', 'NN')]","[('filmnyaa', 'n')]",['filmnyaa']
3671,3671,prastyawan,['prastyawan'],prastyawan,id,['prastyawan'],['prastyawan'],['prastyawan'],['prastyawan'],"[('prastyawan', 'NN')]","[('prastyawan', 'n')]",['prastyawan']
3723,3723,cubek,['cubek'],cubek,id,['cubek'],['cubek'],['cubek'],['cubek'],"[('cubek', 'NN')]","[('cubek', 'n')]",['cubek']
3760,3760,sulaiman,['sulaiman'],sulaiman,id,['sulaiman'],['sulaiman'],['sulaiman'],['sulaiman'],"[('sulaiman', 'NN')]","[('sulaiman', 'n')]",['sulaiman']
3762,3762,alalu,['alalu'],alalu,id,['alalu'],['alalu'],['alalu'],['alalu'],"[('alalu', 'NN')]","[('alalu', 'n')]",['alalu']
3763,3763,muntoha,['muntoha'],muntoha,id,['muntoha'],['muntoha'],['muntoha'],['muntoha'],"[('muntoha', 'NN')]","[('muntoha', 'n')]",['muntoha']
3765,3765,temenya,['temenya'],temenya,id,['temenya'],['temenya'],['temenya'],['temenya'],"[('temenya', 'NN')]","[('temenya', 'n')]",['temenya']
3809,3809,judyah,['judyah'],judyah,id,['judyah'],['judyah'],['judyah'],['judyah'],"[('judyah', 'NN')]","[('judyah', 'n')]",['judyah']
3811,3811,muakhironi,['muakhironi'],muakhironi,id,['muakhironi'],['muakhironi'],['muakhironi'],['muakhironi'],"[('muakhironi', 'NN')]","[('muakhironi', 'n')]",['muakhironi']
3819,3819,febrianwang,['febrianwang'],febrianwang,id,['febrianwang'],['febrianwang'],['febrianwang'],['febrianwang'],"[('febrianwang', 'NN')]","[('febrianwang', 'n')]",['febrianwang']
3820,3820,bisamah,['bisamah'],bisamah,id,['bisamah'],['bisamah'],['bisamah'],['bisamah'],"[('bisamah', 'NN')]","[('bisamah', 'n')]",['bisamah']
3836,3836,patrang,['patrang'],patrang,id,['patrang'],['patrang'],['patrang'],['patrang'],"[('patrang', 'NN')]","[('patrang', 'n')]",['patrang']
3843,3843,tmbahnya,['tmbahnya'],tmbahnya,id,['tmbahnya'],['tmbahnya'],['tmbahnya'],['tmbahnya'],"[('tmbahnya', 'NN')]","[('tmbahnya', 'n')]",['tmbahnya']
3844,3844,temakasih,['temakasih'],temakasih,id,['temakasih'],['temakasih'],['temakasih'],['temakasih'],"[('temakasih', 'NN')]","[('temakasih', 'n')]",['temakasih']
3849,3849,syahfira,['syahfira'],syahfira,id,['syahfira'],['syahfira'],['syahfira'],['syahfira'],"[('syahfira', 'NN')]","[('syahfira', 'n')]",['syahfira']
3871,3871,flmnya,['flmnya'],flmnya,id,['flmnya'],['flmnya'],['flmnya'],['flmnya'],"[('flmnya', 'NN')]","[('flmnya', 'n')]",['flmnya']
3873,3873,naningsih,['naningsih'],naningsih,id,['naningsih'],['naningsih'],['naningsih'],['naningsih'],"[('naningsih', 'NN')]","[('naningsih', 'n')]",['naningsih']
3886,3886,telvisiku,['telvisiku'],telvisiku,id,['telvisiku'],['telvisiku'],['telvisiku'],['telvisiku'],"[('telvisiku', 'NN')]","[('telvisiku', 'n')]",['telvisiku']
3898,3898,isasi,['isasi'],isasi,id,['isasi'],['isasi'],['isasi'],['isasi'],"[('isasi', 'NN')]","[('isasi', 'n')]",['isasi']
3907,3907,roseanne,['roseanne'],roseanne,id,['roseanne'],['roseanne'],['roseanne'],['roseanne'],"[('roseanne', 'NN')]","[('roseanne', 'n')]",['roseanne']
3909,3909,udahlayah,['udahlayah'],udahlayah,id,['udahlayah'],['udahlayah'],['udahlayah'],['udahlayah'],"[('udahlayah', 'NN')]","[('udahlayah', 'n')]",['udahlayah']
3924,3924,insosiar,['insosiar'],insosiar,id,['insosiar'],['insosiar'],['insosiar'],['insosiar'],"[('insosiar', 'NN')]","[('insosiar', 'n')]",['insosiar']
3958,3958,pakak,['pakak'],pakak,id,['pakak'],['pakak'],['pakak'],['pakak'],"[('pakak', 'NN')]","[('pakak', 'n')]",['pakak']
3993,3993,koreanya,['koreanya'],koreanya,id,['koreanya'],['koreanya'],['koreanya'],['koreanya'],"[('koreanya', 'NN')]","[('koreanya', 'n')]",['koreanya']
4036,4036,icon,['icon'],icon,id,['icon'],['icon'],['icon'],['icon'],"[('icon', 'NN')]","[('icon', 'n')]",['icon']
4043,4043,sangkin,['sangkin'],sangkin,id,['sangkin'],['sangkin'],['sangkin'],['sangkin'],"[('sangkin', 'NN')]","[('sangkin', 'n')]",['sangkin']
4057,4057,pengumumsnnya,['pengumumsnnya'],pengumumsnnya,id,['pengumumsnnya'],['pengumumsnnya'],['pengumumsnnya'],['pengumumsnnya'],"[('pengumumsnnya', 'NN')]","[('pengumumsnnya', 'n')]",['pengumumsnnya']
4081,4081,pemberitauannya,['pemberitauannya'],pemberitauannya,id,['pemberitauannya'],['pemberitauannya'],['pemberitauannya'],['pemberitauannya'],"[('pemberitauannya', 'NN')]","[('pemberitauannya', 'n')]",['pemberitauannya']
4084,4084,medol,['medol'],medol,id,['medol'],['medol'],['medol'],['medol'],"[('medol', 'NN')]","[('medol', 'n')]",['medol']
4089,4089,nursyawalia,['nursyawalia'],nursyawalia,id,['nursyawalia'],['nursyawalia'],['nursyawalia'],['nursyawalia'],"[('nursyawalia', 'NNS')]","[('nursyawalia', 'n')]",['nursyawalia']
4091,4091,menga,['menga'],menga,id,['menga'],['menga'],['menga'],['menga'],"[('menga', 'NN')]","[('menga', 'n')]",['menga']
4095,4095,gnggu,['gnggu'],gnggu,id,['gnggu'],['gnggu'],['gnggu'],['gnggu'],"[('gnggu', 'NN')]","[('gnggu', 'n')]",['gnggu']
4097,4097,bulananya,['bulananya'],bulananya,id,['bulananya'],['bulananya'],['bulananya'],['bulananya'],"[('bulananya', 'NN')]","[('bulananya', 'n')]",['bulananya']
4099,4099,berpengalan,['berpengalan'],berpengalan,id,['berpengalan'],['berpengalan'],['berpengalan'],['berpengalan'],"[('berpengalan', 'NN')]","[('berpengalan', 'n')]",['berpengalan']
4107,4107,kedepanyah,['kedepanyah'],kedepanyah,id,['kedepanyah'],['kedepanyah'],['kedepanyah'],['kedepanyah'],"[('kedepanyah', 'NN')]","[('kedepanyah', 'n')]",['kedepanyah']
4138,4138,darmansyah,['darmansyah'],darmansyah,id,['darmansyah'],['darmansyah'],['darmansyah'],['darmansyah'],"[('darmansyah', 'NN')]","[('darmansyah', 'n')]",['darmansyah']
4141,4141,kusmawan,['kusmawan'],kusmawan,id,['kusmawan'],['kusmawan'],['kusmawan'],['kusmawan'],"[('kusmawan', 'NN')]","[('kusmawan', 'n')]",['kusmawan']
4158,4158,frustasi,['frustasi'],frustasi,id,['frustasi'],['frustasi'],['frustasi'],['frustasi'],"[('frustasi', 'NN')]","[('frustasi', 'n')]",['frustasi']
4213,4213,nomorpelanggan,['nomorpelanggan'],nomorpelanggan,id,['nomorpelanggan'],['nomorpelanggan'],['nomorpelanggan'],['nomorpelanggan'],"[('nomorpelanggan', 'NNS')]","[('nomorpelanggan', 'n')]",['nomorpelanggan']
4218,4218,karenak,['karenak'],karenak,id,['karenak'],['karenak'],['karenak'],['karenak'],"[('karenak', 'NN')]","[('karenak', 'n')]",['karenak']
4222,4222,awalia,['awalia'],awalia,id,['awalia'],['awalia'],['awalia'],['awalia'],"[('awalia', 'NNS')]","[('awalia', 'n')]",['awalia']
4227,4227,ngelegnya,['ngelegnya'],ngelegnya,id,['ngelegnya'],['ngelegnya'],['ngelegnya'],['ngelegnya'],"[('ngelegnya', 'NN')]","[('ngelegnya', 'n')]",['ngelegnya']
4252,4252,wahyuni,['wahyuni'],wahyuni,id,['wahyuni'],['wahyuni'],['wahyuni'],['wahyuni'],"[('wahyuni', 'NN')]","[('wahyuni', 'n')]",['wahyuni']
4284,4284,armansyah,['armansyah'],armansyah,id,['armansyah'],['armansyah'],['armansyah'],['armansyah'],"[('armansyah', 'NN')]","[('armansyah', 'n')]",['armansyah']
4287,4287,kemenagbjn,['kemenagbjn'],kemenagbjn,id,['kemenagbjn'],['kemenagbjn'],['kemenagbjn'],['kemenagbjn'],"[('kemenagbjn', 'NN')]","[('kemenagbjn', 'n')]",['kemenagbjn']
4293,4293,keceboong,['keceboong'],keceboong,id,['keceboong'],['keceboong'],['keceboong'],['keceboong'],"[('keceboong', 'NN')]","[('keceboong', 'n')]",['keceboong']
4297,4297,khakimah,['khakimah'],khakimah,id,['khakimah'],['khakimah'],['khakimah'],['khakimah'],"[('khakimah', 'NN')]","[('khakimah', 'n')]",['khakimah']
4303,4303,keruga,['keruga'],keruga,id,['keruga'],['keruga'],['keruga'],['keruga'],"[('keruga', 'NN')]","[('keruga', 'n')]",['keruga']
4323,4323,pemnang,['pemnang'],pemnang,id,['pemnang'],['pemnang'],['pemnang'],['pemnang'],"[('pemnang', 'NN')]","[('pemnang', 'n')]",['pemnang']
4328,4328,suarany,['suarany'],suarany,id,['suarany'],['suarany'],['suarany'],['suarany'],"[('suarany', 'NN')]","[('suarany', 'n')]",['suarany']
4333,4333,basuki,['basuki'],basuki,id,['basuki'],['basuki'],['basuki'],['basuki'],"[('basuki', 'NN')]","[('basuki', 'n')]",['basuki']
4341,4341,pemberitahuan,['pemberitahuan'],pemberitahuan,id,['pemberitahuan'],['pemberitahuan'],['pemberitahuan'],['pemberitahuan'],"[('pemberitahuan', 'NN')]","[('pemberitahuan', 'n')]",['pemberitahuan']
4368,4368,jugaaa,['jugaaa'],jugaaa,id,['jugaaa'],['jugaaa'],['jugaaa'],['jugaaa'],"[('jugaaa', 'NN')]","[('jugaaa', 'n')]",['jugaaa']
4373,4373,ditanggepin,['ditanggepin'],ditanggepin,id,['ditanggepin'],['ditanggepin'],['ditanggepin'],['ditanggepin'],"[('ditanggepin', 'NN')]","[('ditanggepin', 'n')]",['ditanggepin']
4376,4376,gilaran,['gilaran'],gilaran,id,['gilaran'],['gilaran'],['gilaran'],['gilaran'],"[('gilaran', 'NN')]","[('gilaran', 'n')]",['gilaran']
4385,4385,syahugo,['syahugo'],syahugo,id,['syahugo'],['syahugo'],['syahugo'],['syahugo'],"[('syahugo', 'NN')]","[('syahugo', 'n')]",['syahugo']
4391,4391,mantapjiwa,['mantapjiwa'],mantapjiwa,id,['mantapjiwa'],['mantapjiwa'],['mantapjiwa'],['mantapjiwa'],"[('mantapjiwa', 'NN')]","[('mantapjiwa', 'n')]",['mantapjiwa']
4416,4416,arsyah,['arsyah'],arsyah,id,['arsyah'],['arsyah'],['arsyah'],['arsyah'],"[('arsyah', 'NN')]","[('arsyah', 'n')]",['arsyah']
4427,4427,lumayansi,['lumayansi'],lumayansi,id,['lumayansi'],['lumayansi'],['lumayansi'],['lumayansi'],"[('lumayansi', 'NN')]","[('lumayansi', 'n')]",['lumayansi']
4437,4437,nendapat,['nendapat'],nendapat,id,['nendapat'],['nendapat'],['nendapat'],['nendapat'],"[('nendapat', 'NN')]","[('nendapat', 'n')]",['nendapat']
4438,4438,azhariyyah,['azhariyyah'],azhariyyah,id,['azhariyyah'],['azhariyyah'],['azhariyyah'],['azhariyyah'],"[('azhariyyah', 'NN')]","[('azhariyyah', 'n')]",['azhariyyah']
4462,4462,saluranya,['saluranya'],saluranya,id,['saluranya'],['saluranya'],['saluranya'],['saluranya'],"[('saluranya', 'NN')]","[('saluranya', 'n')]",['saluranya']
4464,4464,mentingin,['mentingin'],mentingin,id,['mentingin'],['mentingin'],['mentingin'],['mentingin'],"[('mentingin', 'NN')]","[('mentingin', 'n')]",['mentingin']
4465,4465,deakarunia,['deakarunia'],deakarunia,id,['deakarunia'],['deakarunia'],['deakarunia'],['deakarunia'],"[('deakarunia', 'NN')]","[('deakarunia', 'n')]",['deakarunia']
4467,4467,ermawan,['ermawan'],ermawan,id,['ermawan'],['ermawan'],['ermawan'],['ermawan'],"[('ermawan', 'NN')]","[('ermawan', 'n')]",['ermawan']
4498,4498,radjak,['radjak'],radjak,id,['radjak'],['radjak'],['radjak'],['radjak'],"[('radjak', 'NN')]","[('radjak', 'n')]",['radjak']
4527,4527,menanga,['menanga'],menanga,id,['menanga'],['menanga'],['menanga'],['menanga'],"[('menanga', 'NN')]","[('menanga', 'n')]",['menanga']
4536,4536,syahrir,['syahrir'],syahrir,id,['syahrir'],['syahrir'],['syahrir'],['syahrir'],"[('syahrir', 'NN')]","[('syahrir', 'n')]",['syahrir']
4537,4537,paringin,['paringin'],paringin,id,['paringin'],['paringin'],['paringin'],['paringin'],"[('paringin', 'NN')]","[('paringin', 'n')]",['paringin']
4544,4544,dptar,['dptar'],dptar,id,['dptar'],['dptar'],['dptar'],['dptar'],"[('dptar', 'NN')]","[('dptar', 'n')]",['dptar']
4549,4549,indahfatimatus,['indahfatimatus'],indahfatimatus,id,['indahfatimatus'],['indahfatimatus'],['indahfatimatus'],['indahfatimatus'],"[('indahfatimatus', 'NN')]","[('indahfatimatus', 'n')]",['indahfatimatus']
4556,4556,pemgalaman,['pemgalaman'],pemgalaman,id,['pemgalaman'],['pemgalaman'],['pemgalaman'],['pemgalaman'],"[('pemgalaman', 'NN')]","[('pemgalaman', 'n')]",['pemgalaman']
4559,4559,fulana,['fulana'],fulana,id,['fulana'],['fulana'],['fulana'],['fulana'],"[('fulana', 'NN')]","[('fulana', 'n')]",['fulana']
4567,4567,enggabisa,['enggabisa'],enggabisa,id,['enggabisa'],['enggabisa'],['enggabisa'],['enggabisa'],"[('enggabisa', 'NN')]","[('enggabisa', 'n')]",['enggabisa']
4590,4590,udahan,['udahan'],udahan,id,['udahan'],['udahan'],['udahan'],['udahan'],"[('udahan', 'NN')]","[('udahan', 'n')]",['udahan']
4609,4609,setyaningsih,['setyaningsih'],setyaningsih,id,['setyaningsih'],['setyaningsih'],['setyaningsih'],['setyaningsih'],"[('setyaningsih', 'NN')]","[('setyaningsih', 'n')]",['setyaningsih']
4629,4629,bagainmana,['bagainmana'],bagainmana,id,['bagainmana'],['bagainmana'],['bagainmana'],['bagainmana'],"[('bagainmana', 'NN')]","[('bagainmana', 'n')]",['bagainmana']
4645,4645,sukasih,['sukasih'],sukasih,id,['sukasih'],['sukasih'],['sukasih'],['sukasih'],"[('sukasih', 'NN')]","[('sukasih', 'n')]",['sukasih']
4646,4646,palah,['palah'],palah,id,['palah'],['palah'],['palah'],['palah'],"[('palah', 'NN')]","[('palah', 'n')]",['palah']
4654,4654,warrbiasyahhhh,['warrbiasyahhhh'],warrbiasyahhhh,id,['warrbiasyahhhh'],['warrbiasyahhhh'],['warrbiasyahhhh'],['warrbiasyahhhh'],"[('warrbiasyahhhh', 'NN')]","[('warrbiasyahhhh', 'n')]",['warrbiasyahhhh']
4655,4655,kyanya,['kyanya'],kyanya,id,['kyanya'],['kyanya'],['kyanya'],['kyanya'],"[('kyanya', 'NN')]","[('kyanya', 'n')]",['kyanya']
4659,4659,manayah,['manayah'],manayah,id,['manayah'],['manayah'],['manayah'],['manayah'],"[('manayah', 'NN')]","[('manayah', 'n')]",['manayah']
4670,4670,pertadingan,['pertadingan'],pertadingan,id,['pertadingan'],['pertadingan'],['pertadingan'],['pertadingan'],"[('pertadingan', 'NN')]","[('pertadingan', 'n')]",['pertadingan']
4685,4685,kex,['kex'],kex,id,['kex'],['kex'],['kex'],['kex'],"[('kex', 'NN')]","[('kex', 'n')]",['kex']
4703,4703,respondingnya,['respondingnya'],respondingnya,id,['respondingnya'],['respondingnya'],['respondingnya'],['respondingnya'],"[('respondingnya', 'NN')]","[('respondingnya', 'n')]",['respondingnya']
4722,4722,awalina,['awalina'],awalina,id,['awalina'],['awalina'],['awalina'],['awalina'],"[('awalina', 'NN')]","[('awalina', 'n')]",['awalina']
4723,4723,bukber,['bukber'],bukber,id,['bukber'],['bukber'],['bukber'],['bukber'],"[('bukber', 'NN')]","[('bukber', 'n')]",['bukber']
4739,4739,ntar,['ntar'],ntar,id,['ntar'],['ntar'],['ntar'],['ntar'],"[('ntar', 'NN')]","[('ntar', 'n')]",['ntar']
4748,4748,widianingsih,['widianingsih'],widianingsih,id,['widianingsih'],['widianingsih'],['widianingsih'],['widianingsih'],"[('widianingsih', 'NN')]","[('widianingsih', 'n')]",['widianingsih']
4754,4754,slmnya,['slmnya'],slmnya,id,['slmnya'],['slmnya'],['slmnya'],['slmnya'],"[('slmnya', 'NN')]","[('slmnya', 'n')]",['slmnya']
4779,4779,tambahh,['tambahh'],tambahh,id,['tambahh'],['tambahh'],['tambahh'],['tambahh'],"[('tambahh', 'NN')]","[('tambahh', 'n')]",['tambahh']
4780,4780,fermansyah,['fermansyah'],fermansyah,id,['fermansyah'],['fermansyah'],['fermansyah'],['fermansyah'],"[('fermansyah', 'NN')]","[('fermansyah', 'n')]",['fermansyah']
4800,4800,aisa,['aisa'],aisa,id,['aisa'],['aisa'],['aisa'],['aisa'],"[('aisa', 'NN')]","[('aisa', 'n')]",['aisa']
4833,4833,channelnya,['channelnya'],channelnya,id,['channelnya'],['channelnya'],['channelnya'],['channelnya'],"[('channelnya', 'NN')]","[('channelnya', 'n')]",['channelnya']
4837,4837,tmptku,['tmptku'],tmptku,id,['tmptku'],['tmptku'],['tmptku'],['tmptku'],"[('tmptku', 'NN')]","[('tmptku', 'n')]",['tmptku']
4849,4849,koprasi,['koprasi'],koprasi,id,['koprasi'],['koprasi'],['koprasi'],['koprasi'],"[('koprasi', 'NN')]","[('koprasi', 'n')]",['koprasi']
4850,4850,penjelsannya,['penjelsannya'],penjelsannya,id,['penjelsannya'],['penjelsannya'],['penjelsannya'],['penjelsannya'],"[('penjelsannya', 'NN')]","[('penjelsannya', 'n')]",['penjelsannya']
4868,4868,mlihat,['mlihat'],mlihat,id,['mlihat'],['mlihat'],['mlihat'],['mlihat'],"[('mlihat', 'NNS')]","[('mlihat', 'n')]",['mlihat']
4880,4880,berinofasi,['berinofasi'],berinofasi,id,['berinofasi'],['berinofasi'],['berinofasi'],['berinofasi'],"[('berinofasi', 'NN')]","[('berinofasi', 'n')]",['berinofasi']
4883,4883,bintangny,['bintangny'],bintangny,id,['bintangny'],['bintangny'],['bintangny'],['bintangny'],"[('bintangny', 'NN')]","[('bintangny', 'n')]",['bintangny']
4900,4900,bengkulu,['bengkulu'],bengkulu,id,['bengkulu'],['bengkulu'],['bengkulu'],['bengkulu'],"[('bengkulu', 'NN')]","[('bengkulu', 'n')]",['bengkulu']
4901,4901,elshinta,['elshinta'],elshinta,id,['elshinta'],['elshinta'],['elshinta'],['elshinta'],"[('elshinta', 'NN')]","[('elshinta', 'n')]",['elshinta']
4928,4928,alisyah,['alisyah'],alisyah,id,['alisyah'],['alisyah'],['alisyah'],['alisyah'],"[('alisyah', 'NN')]","[('alisyah', 'n')]",['alisyah']
4932,4932,terans,['terans'],terans,id,['terans'],['terans'],['terans'],['terans'],"[('terans', 'NNS')]","[('terans', 'n')]",['terans']
4935,4935,dimengengerti,['dimengengerti'],dimengengerti,id,['dimengengerti'],['dimengengerti'],['dimengengerti'],['dimengengerti'],"[('dimengengerti', 'NN')]","[('dimengengerti', 'n')]",['dimengengerti']
4951,4951,ratenya,['ratenya'],ratenya,id,['ratenya'],['ratenya'],['ratenya'],['ratenya'],"[('ratenya', 'NN')]","[('ratenya', 'n')]",['ratenya']
4960,4960,siaranx,['siaranx'],siaranx,id,['siaranx'],['siaranx'],['siaranx'],['siaranx'],"[('siaranx', 'NN')]","[('siaranx', 'n')]",['siaranx']
4985,4985,adwal,['adwal'],adwal,id,['adwal'],['adwal'],['adwal'],['adwal'],"[('adwal', 'NN')]","[('adwal', 'n')]",['adwal']
4998,4998,fiturnyaa,['fiturnyaa'],fiturnyaa,id,['fiturnyaa'],['fiturnyaa'],['fiturnyaa'],['fiturnyaa'],"[('fiturnyaa', 'NN')]","[('fiturnyaa', 'n')]",['fiturnyaa']
4999,4999,sebelumya,['sebelumya'],sebelumya,id,['sebelumya'],['sebelumya'],['sebelumya'],['sebelumya'],"[('sebelumya', 'NN')]","[('sebelumya', 'n')]",['sebelumya']
5001,5001,pswrdnya,['pswrdnya'],pswrdnya,id,['pswrdnya'],['pswrdnya'],['pswrdnya'],['pswrdnya'],"[('pswrdnya', 'NN')]","[('pswrdnya', 'n')]",['pswrdnya']
5011,5011,mendapetin,['mendapetin'],mendapetin,id,['mendapetin'],['mendapetin'],['mendapetin'],['mendapetin'],"[('mendapetin', 'NN')]","[('mendapetin', 'n')]",['mendapetin']
5013,5013,dewirahayu,['dewirahayu'],dewirahayu,id,['dewirahayu'],['dewirahayu'],['dewirahayu'],['dewirahayu'],"[('dewirahayu', 'NN')]","[('dewirahayu', 'n')]",['dewirahayu']
5015,5015,inisih,['inisih'],inisih,id,['inisih'],['inisih'],['inisih'],['inisih'],"[('inisih', 'NN')]","[('inisih', 'n')]",['inisih']
5018,5018,dibagusin,['dibagusin'],dibagusin,id,['dibagusin'],['dibagusin'],['dibagusin'],['dibagusin'],"[('dibagusin', 'NN')]","[('dibagusin', 'n')]",['dibagusin']
5039,5039,kliar,['kliar'],kliar,id,['kliar'],['kliar'],['kliar'],['kliar'],"[('kliar', 'NN')]","[('kliar', 'n')]",['kliar']
5049,5049,brubah,['brubah'],brubah,id,['brubah'],['brubah'],['brubah'],['brubah'],"[('brubah', 'NN')]","[('brubah', 'n')]",['brubah']
5056,5056,rimansyah,['rimansyah'],rimansyah,id,['rimansyah'],['rimansyah'],['rimansyah'],['rimansyah'],"[('rimansyah', 'NN')]","[('rimansyah', 'n')]",['rimansyah']
5059,5059,dibetulin,['dibetulin'],dibetulin,id,['dibetulin'],['dibetulin'],['dibetulin'],['dibetulin'],"[('dibetulin', 'NN')]","[('dibetulin', 'n')]",['dibetulin']
5061,5061,sngat,['sngat'],sngat,id,['sngat'],['sngat'],['sngat'],['sngat'],"[('sngat', 'NN')]","[('sngat', 'n')]",['sngat']
5069,5069,milih,['milih'],milih,id,['milih'],['milih'],['milih'],['milih'],"[('milih', 'NN')]","[('milih', 'n')]",['milih']
5071,5071,adiputra,['adiputra'],adiputra,id,['adiputra'],['adiputra'],['adiputra'],['adiputra'],"[('adiputra', 'NN')]","[('adiputra', 'n')]",['adiputra']
5082,5082,kosasi,['kosasi'],kosasi,id,['kosasi'],['kosasi'],['kosasi'],['kosasi'],"[('kosasi', 'NN')]","[('kosasi', 'n')]",['kosasi']
5093,5093,apat,['apat'],apat,id,['apat'],['apat'],['apat'],['apat'],"[('apat', 'NN')]","[('apat', 'n')]",['apat']
5098,5098,alpikasinya,['alpikasinya'],alpikasinya,id,['alpikasinya'],['alpikasinya'],['alpikasinya'],['alpikasinya'],"[('alpikasinya', 'NN')]","[('alpikasinya', 'n')]",['alpikasinya']
5129,5129,smk,['smk'],smk,id,['smk'],['smk'],['smk'],['smk'],"[('smk', 'NN')]","[('smk', 'n')]",['smk']
5132,5132,sukaratu,['sukaratu'],sukaratu,id,['sukaratu'],['sukaratu'],['sukaratu'],['sukaratu'],"[('sukaratu', 'NN')]","[('sukaratu', 'n')]",['sukaratu']
5133,5133,tambaih,['tambaih'],tambaih,id,['tambaih'],['tambaih'],['tambaih'],['tambaih'],"[('tambaih', 'NN')]","[('tambaih', 'n')]",['tambaih']
5138,5138,ketinggaln,['ketinggaln'],ketinggaln,id,['ketinggaln'],['ketinggaln'],['ketinggaln'],['ketinggaln'],"[('ketinggaln', 'NN')]","[('ketinggaln', 'n')]",['ketinggaln']
5140,5140,nyarinya,['nyarinya'],nyarinya,id,['nyarinya'],['nyarinya'],['nyarinya'],['nyarinya'],"[('nyarinya', 'NN')]","[('nyarinya', 'n')]",['nyarinya']
